-225 12.4 5.7
-215 21.9 5
-195 19 3.9
-185 16.5 2.9
-165 26.5 4.1
-155 30.1 4
-135 33.9 3.6
-125 30.6 3.8
-105 32 4.6
-95 23.2 3.5
-75 21.5 3.4
-65 11.1 2.5
-45 7.5 3.1
-35 6 1.8
35 3.3 0.8
45 6.7 0.9
55 15.1 1.3
65 22.8 1.5
75 29.6 1.6
85 38.6 2
95 47.4 2.5
105 49.8 2.6
115 52 2.8
125 49.2 1.7
135 44.7 1.4
145 41.2 1.4
155 38.9 1.4
165 29.2 1.3
175 23.9 3
185 19.6 1.9
195 14.4 2.4
215 8.3 0.5
225 6.5 0.3
235 4.7 0.3
245 3.4 0.3
255 2.1 0.7
265 1.8 0.6
275 0.7 0.2
