#DataThief /home/matkinson/research/p2p/pp_int_diff-EDITED.png Monday 6-Feb-2023 3:48:19 PM
50.21, 29.676
50.21, 29.817
50.631, 29.956
50.631, 30.098
50.631, 30.238
50.631, 30.379
50.631, 30.52
51.052, 30.66
51.052, 30.801
51.052, 30.942
51.052, 31.082
51.052, 31.223
51.472, 31.363
51.472, 31.504
51.472, 31.645
51.472, 31.785
51.893, 31.926
51.893, 32.066
51.893, 32.207
51.893, 32.347
51.893, 32.488
52.313, 32.628
52.313, 32.769
52.313, 32.91
52.313, 33.05
52.313, 33.191
52.734, 33.331
52.734, 33.472
52.734, 33.613
52.734, 33.753
52.734, 33.894
53.155, 34.034
53.155, 34.175
53.155, 34.316
53.155, 34.456
53.575, 34.597
53.575, 34.737
53.575, 34.878
53.575, 35.019
53.575, 35.159
53.996, 35.3
53.996, 35.44
53.996, 35.581
53.996, 35.722
53.996, 35.862
54.416, 36.003
54.416, 36.143
54.416, 36.284
54.416, 36.424
54.416, 36.565
54.837, 36.705
54.837, 36.846
54.837, 36.987
54.837, 37.127
55.258, 37.268
55.258, 37.408
55.258, 37.549
55.258, 37.69
55.258, 37.83
55.678, 37.971
55.678, 38.111
55.678, 38.252
55.678, 38.393
56.099, 38.533
56.099, 38.674
56.099, 38.814
56.099, 38.955
56.519, 39.095
56.519, 39.236
56.519, 39.377
56.519, 39.517
56.94, 39.658
56.94, 39.798
56.94, 39.939
56.94, 40.08
57.361, 40.22
57.361, 40.361
57.361, 40.501
57.361, 40.642
57.781, 40.782
57.781, 40.923
57.781, 41.063
57.781, 41.204
58.202, 41.343
58.202, 41.484
58.202, 41.626
58.202, 41.766
58.623, 41.907
58.623, 42.047
58.623, 42.188
58.623, 42.329
59.043, 42.468
59.043, 42.609
59.043, 42.75
59.043, 42.891
59.043, 43.032
59.464, 43.172
59.464, 43.313
59.464, 43.453
59.464, 43.593
59.884, 43.734
59.884, 43.875
59.884, 44.016
59.884, 44.156
60.305, 44.297
60.305, 44.437
60.305, 44.577
60.305, 44.718
60.726, 44.859
60.726, 44.999
60.726, 45.14
60.726, 45.281
61.146, 45.421
61.567, 45.561
61.567, 45.702
61.987, 45.842
61.987, 45.983
62.408, 46.123
62.408, 46.264
62.829, 46.404
62.829, 46.545
63.249, 46.685
63.249, 46.826
63.67, 46.966
64.09, 47.107
64.09, 47.246
64.511, 47.388
64.511, 47.528
64.932, 47.669
64.932, 47.809
65.351, 47.95
65.351, 48.09
65.773, 48.231
65.773, 48.371
66.193, 48.512
66.613, 48.652
67.035, 48.511
66.613, 48.512
67.035, 48.371
67.455, 48.23
67.876, 48.089
67.876, 47.948
68.297, 47.807
68.297, 47.666
68.717, 47.526
69.138, 47.385
69.138, 47.244
69.558, 47.103
69.979, 46.962
69.979, 46.821
69.979, 46.681
70.4, 46.54
70.819, 46.399
70.819, 46.258
71.241, 46.117
71.661, 45.976
71.661, 45.835
72.082, 45.694
72.082, 45.554
72.082, 45.413
72.082, 45.273
72.503, 45.132
72.503, 44.991
72.503, 44.851
72.503, 44.71
72.923, 44.569
72.923, 44.428
72.923, 44.288
72.923, 44.147
72.923, 44.006
73.343, 43.865
73.343, 43.725
73.343, 43.584
73.343, 43.443
73.764, 43.303
73.764, 43.162
73.764, 43.021
73.764, 42.881
73.764, 42.74
74.185, 42.599
74.185, 42.458
74.185, 42.318
74.185, 42.177
74.605, 42.036
74.605, 41.895
74.605, 41.755
74.605, 41.613
74.605, 41.474
75.026, 41.333
75.026, 41.192
75.026, 41.051
75.026, 40.911
75.447, 40.77
75.447, 40.629
75.447, 40.488
75.447, 40.347
75.447, 40.207
75.867, 40.066
75.867, 39.926
75.867, 39.785
75.867, 39.644
76.288, 39.503
76.288, 39.363
76.288, 39.222
76.288, 39.081
76.288, 38.94
76.709, 38.8
76.709, 38.659
76.709, 38.518
76.709, 38.378
77.129, 38.237
77.129, 38.096
77.129, 37.956
77.129, 37.815
77.129, 37.674
77.55, 37.533
77.55, 37.393
77.55, 37.252
77.55, 37.111
77.55, 36.971
77.971, 36.83
77.971, 36.689
77.971, 36.549
77.971, 36.408
77.971, 36.267
78.391, 36.126
78.391, 35.986
78.391, 35.845
78.391, 35.704
78.391, 35.564
78.391, 35.423
78.812, 35.282
78.812, 35.141
78.812, 35.001
78.812, 34.859
78.812, 34.72
79.232, 34.579
79.232, 34.438
79.232, 34.297
79.232, 34.157
79.232, 34.016
79.232, 33.875
79.653, 33.734
79.653, 33.593
79.653, 33.453
79.653, 33.312
79.653, 33.172
80.074, 33.031
80.074, 32.89
80.074, 32.75
80.074, 32.609
80.074, 32.468
80.074, 32.328
80.494, 32.187
80.494, 32.046
80.494, 31.905
80.494, 31.765
80.494, 31.624
80.915, 31.483
80.915, 31.343
80.915, 31.202
80.915, 31.061
80.915, 30.921
80.915, 30.78
81.335, 30.639
81.335, 30.498
81.335, 30.358
81.335, 30.217
81.335, 30.076
81.756, 29.935
81.756, 29.795
81.756, 29.654
81.756, 29.514
81.756, 29.373
81.756, 29.232
82.177, 29.091
82.177, 28.951
82.177, 28.81
82.177, 28.669
82.177, 28.529
82.597, 28.388
82.597, 28.246
82.597, 28.106
82.597, 27.966
82.597, 27.825
82.597, 27.685
83.018, 27.544
